Symbol,Date,Time,CompanyName,Title,sentiment_label,sentiment_score,sentiment_category,sentiment_sub_category,sentiment_explanation,sentiment_flags
HBL,2026-02-18,12:57 PM,Habib Bank Limited,"Announcement of Financial Results for the Year Ended December 31, 2025",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
INIL,2026-02-18,1:48 PM,International Industries Limited,Transmission of Quarterly Report for the Period Ended 31-12-2025,neutral,0.97,Regulatory Filing,report_transmission,Transmission of annual or periodic financial report,financial_report
BAHL,2026-02-17,10:23 AM,Bank AL Habib Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
EFERT,2026-02-17,3:15 PM,Engro Fertilizers Limited,MEETING IN PROGRESS (BOARD MEETING OTHER THAN FINANCIAL RESULTS - SHORTER NOTICE,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
FCCL,2026-02-17,10:54 AM,Fauji Cement Company Limited,"Material Information - Newspapers Publication of Public Announcement of Offer to Acquire Shares and Joint Control of Attock Cement Company Limited (the Target), jointly by Fauji Cement Company Limited & Kot Addu Power Company Limited (the Joint Acquirers)",neutral,0.85,Corporate Action,acquisition_in_progress,Acquisition offer or intention announced — outcome not yet confirmed,acquisition_announcement
FCCL,2026-02-17,10:50 AM,Fauji Cement Company Limited,"Material Information - Newspapers Publication of Public Announcement of Offer to Acquire Shares and Joint Control of Attock Cement Company Limited (the Target), jointly by Fauji Cement Company Limited & Kot Addu Power Company Limited (the Joint Acquirers) REVOKED",neutral,0.82,Admin,filing_revoked,Previous filing revoked — usually an administrative correction,revocation
MLCF,2026-02-17,11:29 AM,Maple Leaf Cement Factory Limited,MLCF-Notice of Board Meeting 24.02.2026,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
PPL,2026-02-17,2:11 PM,Pakistan Petroleum Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
PRL,2026-02-17,8:55 AM,Pakistan Refinery Limited,Change of Director,neutral,0.6,Admin,unclassified,No matching rule — treated as neutral admin filing,unclassified
PSO,2026-02-17,12:27 PM,Pakistan State Oil Company Limited,"Financial Results for the half year ended December 31, 2025",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
BAFL,2026-02-16,8:57 AM,Bank Alfalah Limited,"Financial Results for the year ended December 31, 2025 of Bank Alfalah Limited",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
DGKC,2026-02-16,9:55 AM,D.G. Khan Cement Company Limited,Board Meeting,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
FCCL,2026-02-16,9:36 AM,Fauji Cement Company Limited,"Material Information - Public Announcement of Offer to Acquire Shares and Joint Control of Attock Cement Company Limited (the Target), jointly by Fauji Cement Company Limited and Kot Addu Power Company Limited",neutral,0.85,Corporate Action,acquisition_in_progress,Acquisition offer or intention announced — outcome not yet confirmed,acquisition_announcement
FFC,2026-02-16,9:42 AM,Fauji Fertilizer Company Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
HUBC,2026-02-16,2:39 PM,The Hub Power Company Limited,"Board Meeting for the Half Year Ended December 31, 2025 - The Hub Power Company Limited",neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
MCB,2026-02-16,3:18 PM,MCB Bank Limited,"Text of Advertisement Prior to Publication - Final Cash Dividend, 2025 and Mandatory Requirement of Valid CNIC and IBAN",positive,0.97,Shareholder Returns,dividend_payment,Dividend or bonus share credited / dispatched to shareholders,dividend_payment
NBP,2026-02-16,2:21 PM,National Bank of Pakistan,BOARD MEETING,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
OGDC,2026-02-16,1:16 PM,Oil & Gas Development Company Limited,Production Enhancement at Kal Field,neutral,0.8,Operations,production_testing,Well testing or field production update — outcome details not in title,production_test
TGL,2026-02-16,2:03 PM,Tariq Glass Industries Limited,Board Meeting,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
EFERT,2026-02-13,12:11 PM,Engro Fertilizers Limited,Board Meeting other than Financial Results (Shorter Notice),neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
EFERT,2026-02-13,10:39 AM,Engro Fertilizers Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
OGDC,2026-02-13,11:52 AM,Oil & Gas Development Company Limited,Board Meeting,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
POL,2026-02-13,9:23 AM,Pakistan Oilfields Limited,Intimation of Board Meeting & Notification of Closed Period,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
PPL,2026-02-13,12:29 PM,Pakistan Petroleum Limited,Notice of 2nd Interim Dividend for FY 2025-26,positive,0.97,Shareholder Returns,dividend_payment,Dividend or bonus share credited / dispatched to shareholders,dividend_payment
PPL,2026-02-13,9:28 AM,Pakistan Petroleum Limited,Financial Results for the Quarter Ended 31 December 2025,neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
UBL,2026-02-13,3:23 PM,United Bank Limited,Board Meeting of United Bank Limited (UBL),neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
EFERT,2026-02-12,8:06 AM,Engro Fertilizers Limited,"Financial Results for the Year Ended December 31, 2025",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
PPL,2026-02-12,3:25 PM,Pakistan Petroleum Limited,Change in Time of the Meeting of the Board of Directors,neutral,0.9,Corporate Event,meeting_logistics,"Change in meeting time, date, or closed period notification",meeting_logistics
ATRL,2026-02-11,3:26 PM,Attock Refinery Limited,ARL BOARD MEETING AND CLOSED PERIOD,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
BAHL,2026-02-11,3:07 PM,Bank AL Habib Limited,"BAHL - Financial Results for the Year Ended December 31, 2025",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
EFERT,2026-02-11,3:16 PM,Engro Fertilizers Limited,Board Meeting In Progress,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
INIL,2026-02-11,12:05 PM,International Industries Limited,Change of Chief Financial Officer,neutral,0.93,Corporate Event,executive_change,"Change, appointment, or resignation of chief executive, CFO, or secretary",ceo_cfo_change
PRL,2026-02-11,8:15 AM,Pakistan Refinery Limited,Board Meeting other than Financial Results,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
CHCC,2026-02-10,3:16 PM,Cherat Cement Company Limited,Board Meeting,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
FFC,2026-02-10,1:25 PM,Fauji Fertilizer Company Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
HBL,2026-02-10,11:40 AM,Habib Bank Limited,"Board Meeting for Announcement of Financial Results for the Year Ended December 31, 2025",neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
PSO,2026-02-10,8:55 AM,Pakistan State Oil Company Limited,Board Meeting,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
FABL,2026-02-09,12:05 PM,Faysal Bank Limited,Board of Directors Meeting of Faysal Bank Limited,neutral,0.7,Admin,bare_company_name,Title contains only company name — no sentiment signal,bare_company_name
HBL,2026-02-09,1:30 PM,Habib Bank Limited,Material Information,neutral,0.88,Regulatory Filing,material_information,Material information disclosure or media clarification,material_info
MEBL,2026-02-09,3:25 PM,Meezan Bank Limited,Disclosure of Material Information of Meezan Bank,neutral,0.88,Regulatory Filing,material_information,Material information disclosure or media clarification,material_info
MEBL,2026-02-09,12:12 PM,Meezan Bank Limited,"FINANCIAL RESULTS FOR THE YEAR ENDED DECEMBER 31, 2025",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
ATRL,2026-02-06,8:40 AM,Attock Refinery Limited,MATERIAL INFORMATION,neutral,0.88,Regulatory Filing,material_information,Material information disclosure or media clarification,material_info
FFC,2026-02-06,12:01 PM,Fauji Fertilizer Company Limited,"Disclosure of Interest by a Director CEO, or Executive of a listed company and their Spouses and the Substantial Shareholders u/c 5.6.1.(d) of PSX Regulations",neutral,0.99,Regulatory Filing,director_disclosure,Statutory disclosure of director shareholding interest,director_disclosure
BAFL,2026-02-04,10:02 AM,Bank Alfalah Limited,Board Meeting,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
FCCL,2026-02-04,10:14 AM,Fauji Cement Company Limited,169th Board Meeting of FCCL - 25 February 2026,neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
FCCL,2026-02-04,10:09 AM,Fauji Cement Company Limited,REVOKED,neutral,0.82,Admin,filing_revoked,Previous filing revoked — usually an administrative correction,revocation
ILP,2026-02-04,2:45 PM,Interloop Limited,"Publication of Interim Cash Dividend for the Year Ending on June 30, 2026 in Newspapers",positive,0.9,Shareholder Returns,dividend_payment,Publication or notice of dividend payment,dividend_publication
ILP,2026-02-04,12:34 PM,Interloop Limited,"Financial Results for the Half Year Ended December 31, 2025",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
INIL,2026-02-04,9:58 AM,International Industries Limited,NOTICE OF INTERIM CASH DIVIDEND AND BOOK CLOSURE,neutral,0.97,Admin,book_closure,Book closure notice for dividend or entitlement,book_closure
MCB,2026-02-04,1:37 PM,MCB Bank Limited,"FINANCIAL RESULTS FOR THE YEAR ENDED DECEMBER 31, 2025",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
SYS,2026-02-04,3:29 PM,Systems Limited,Notice of Extraordinary General Meeting,neutral,0.98,Corporate Event,agm_egm_notice,Notice of Annual or Extraordinary General Meeting,agm_egm
BAHL,2026-02-03,2:36 PM,Bank AL Habib Limited,"BAHL - Notice of Board Meeting for the year ended December 31, 2025",neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
PPL,2026-02-03,2:09 PM,Pakistan Petroleum Limited,Meeting of the Board of Directors and Closed Period,neutral,0.9,Corporate Event,meeting_logistics,"Change in meeting time, date, or closed period notification",meeting_logistics
PPL,2026-02-03,1:30 PM,Pakistan Petroleum Limited,Appointment of a Director - Mr Usman Ahmed Chaudhry,neutral,0.94,Corporate Event,appointment,Appointment or reappointment of board member or executive,appointment
EFERT,2026-02-02,2:21 PM,Engro Fertilizers Limited,"Board Meeting for the announcement of the financial results for the year ended December 31, 2025",neutral,0.98,Corporate Event,board_meeting_notice,Notice of board of directors meeting,board_meeting
NBP,2026-02-02,11:39 AM,National Bank of Pakistan,MATERIAL INFORMATION - ISSUANCE OF RESTRUCTURING OFFER LETTER TO HASCOL PETROLEUM LIMITED BY NATIONAL BANK OF PAKISTAN,neutral,0.88,Regulatory Filing,material_information,Material information disclosure or media clarification,material_info
NBP,2026-02-02,11:29 AM,National Bank of Pakistan,Change of Company Secretary,neutral,0.93,Corporate Event,executive_change,"Change, appointment, or resignation of chief executive, CFO, or secretary",ceo_cfo_change
OGDC,2026-02-02,2:53 PM,Oil & Gas Development Company Limited,APPOINTMENT OF DIRECTOR,neutral,0.94,Corporate Event,appointment,Appointment or reappointment of board member or executive,appointment
PRL,2026-02-02,1:22 PM,Pakistan Refinery Limited,"Financial Results for the Half Year ended December 31, 2025",neutral,0.95,Regulatory Filing,financial_results_filing,Submission of financial results — no sentiment signal in title alone,financial_results
FCCL,2026-01-30,1:31 PM,Fauji Cement Company Limited,Disclosure of Material Information,neutral,0.88,Regulatory Filing,material_information,Material information disclosure or media clarification,material_info
